transaction_number,invoice,name,date,debit_credit,account,amount
000113,INV2025-00113,Sales invoice to Nimbus Clients,17/01/2025,D,21511,11041.43
000113,INV2025-00113,Sales invoice to Nimbus Clients,17/01/2025,D,355,10961.65
000113,INV2025-00113,Sales invoice to Nimbus Clients,17/01/2025,C,101,22003.08
000113,INV2025-00113,Sales invoice to Nimbus Clients,17/01/2025,D,602,638.53
000113,INV2025-00113,Sales invoice to Nimbus Clients,17/01/2025,D,44562,127.71
000113,INV2025-00113,Sales invoice to Nimbus Clients,17/01/2025,C,401HBR,766.24
000113,INV2025-00113,Sales invoice to Nimbus Clients,17/01/2025,D,401HBR,454.21
000113,INV2025-00113,Sales invoice to Nimbus Clients,17/01/2025,C,5124,454.21
000113,INV2025-00113,Sales invoice to Nimbus Clients,17/01/2025,D,411QYM,6218.83
000113,INV2025-00113,Sales invoice to Nimbus Clients,17/01/2025,C,702,5182.36
000113,INV2025-00113,Sales invoice to Nimbus Clients,17/01/2025,C,44571,1036.47
000114,INV2025-00114,Sales invoice to Yonder Commerce,26/04/2025,D,2382,3413.31
000114,INV2025-00114,Sales invoice to Yonder Commerce,26/04/2025,D,3552,8180.04
000114,INV2025-00114,Sales invoice to Yonder Commerce,26/04/2025,C,1061,11593.35
000114,INV2025-00114,Sales invoice to Yonder Commerce,26/04/2025,D,602,8928.14
000114,INV2025-00114,Sales invoice to Yonder Commerce,26/04/2025,D,44566,1785.63
000114,INV2025-00114,Sales invoice to Yonder Commerce,26/04/2025,C,401QRS,10713.77
000114,INV2025-00114,Sales invoice to Yonder Commerce,26/04/2025,D,411ANZ,6984.85
000114,INV2025-00114,Sales invoice to Yonder Commerce,26/04/2025,C,702,5820.71
000114,INV2025-00114,Sales invoice to Yonder Commerce,26/04/2025,C,44571,1164.14
000115,INV2025-00115,Sales invoice to Lagoon Partners,08/01/2025,D,274,3895.37
000115,INV2025-00115,Sales invoice to Lagoon Partners,08/01/2025,D,3581,3188.32
000115,INV2025-00115,Sales invoice to Lagoon Partners,08/01/2025,C,1061,7083.69
000115,INV2025-00115,Sales invoice to Lagoon Partners,08/01/2025,D,411EBA,5280.76
000115,INV2025-00115,Sales invoice to Lagoon Partners,08/01/2025,C,702,4400.63
000115,INV2025-00115,Sales invoice to Lagoon Partners,08/01/2025,C,44571,880.13
000116,INV2025-00116,Goods purchase from Horizon Consulting,10/08/2025,D,2312,5871.14
000116,INV2025-00116,Goods purchase from Horizon Consulting,10/08/2025,D,3261,5670.11
000116,INV2025-00116,Goods purchase from Horizon Consulting,10/08/2025,C,164,11541.25
000116,INV2025-00116,Goods purchase from Horizon Consulting,10/08/2025,D,607,313.50
000116,INV2025-00116,Goods purchase from Horizon Consulting,10/08/2025,D,44566,62.70
000116,INV2025-00116,Goods purchase from Horizon Consulting,10/08/2025,C,401ENV,376.20
000116,INV2025-00116,Goods purchase from Horizon Consulting,10/08/2025,D,5124,375.56
000116,INV2025-00116,Goods purchase from Horizon Consulting,10/08/2025,C,763,375.56
000117,INV2025-00117,Sales invoice to Kitecraft Ltd,08/11/2025,D,28,1820.07
000117,INV2025-00117,Sales invoice to Kitecraft Ltd,08/11/2025,D,3412,224.75
000117,INV2025-00117,Sales invoice to Kitecraft Ltd,08/11/2025,C,164,2044.82
000117,INV2025-00117,Sales invoice to Kitecraft Ltd,08/11/2025,D,411VZN,16099.85
000117,INV2025-00117,Sales invoice to Kitecraft Ltd,08/11/2025,C,703,13416.54
000117,INV2025-00117,Sales invoice to Kitecraft Ltd,08/11/2025,C,44571,2683.31
000117,INV2025-00117,Sales invoice to Kitecraft Ltd,08/11/2025,D,6616,194.99
000117,INV2025-00117,Sales invoice to Kitecraft Ltd,08/11/2025,C,5121,194.99
000118,INV2025-00118,Service expense from Dockside Hardware,10/07/2025,D,2113,10112.29
000118,INV2025-00118,Service expense from Dockside Hardware,10/07/2025,D,392,1655.40
000118,INV2025-00118,Service expense from Dockside Hardware,10/07/2025,C,168,11767.69
000118,INV2025-00118,Service expense from Dockside Hardware,10/07/2025,D,6152,5007.33
000118,INV2025-00118,Service expense from Dockside Hardware,10/07/2025,D,44566,1001.47
000118,INV2025-00118,Service expense from Dockside Hardware,10/07/2025,C,401UNI,6008.80
000118,INV2025-00118,Service expense from Dockside Hardware,10/07/2025,D,401UNI,3128.89
000118,INV2025-00118,Service expense from Dockside Hardware,10/07/2025,C,5121,3128.89
000119,INV2025-00119,Goods purchase from Dockside Hardware,22/10/2025,D,2973,13996.26
000119,INV2025-00119,Goods purchase from Dockside Hardware,22/10/2025,D,3512,8347.77
000119,INV2025-00119,Goods purchase from Dockside Hardware,22/10/2025,C,108,22344.03
000119,INV2025-00119,Goods purchase from Dockside Hardware,22/10/2025,D,601,5552.99
000119,INV2025-00119,Goods purchase from Dockside Hardware,22/10/2025,D,44566,1110.60
000119,INV2025-00119,Goods purchase from Dockside Hardware,22/10/2025,C,401SYS,6663.59
000120,INV2025-00120,Service expense from Nova Telecom,22/09/2025,D,2011,9095.81
000120,INV2025-00120,Service expense from Nova Telecom,22/09/2025,D,3551,2387.89
000120,INV2025-00120,Service expense from Nova Telecom,22/09/2025,C,108,11483.70
000120,INV2025-00120,Service expense from Nova Telecom,22/09/2025,D,6226,8424.70
000120,INV2025-00120,Service expense from Nova Telecom,22/09/2025,D,44566,1684.94
000120,INV2025-00120,Service expense from Nova Telecom,22/09/2025,C,401DCT,10109.64
000121,INV2025-00121,Sales invoice to Everest Distribution,20/12/2025,D,2184,13000.08
000121,INV2025-00121,Sales invoice to Everest Distribution,20/12/2025,D,392,3935.54
000121,INV2025-00121,Sales invoice to Everest Distribution,20/12/2025,C,1061,16935.62
000121,INV2025-00121,Sales invoice to Everest Distribution,20/12/2025,D,6152,1040.17
000121,INV2025-00121,Sales invoice to Everest Distribution,20/12/2025,D,44566,208.03
000121,INV2025-00121,Sales invoice to Everest Distribution,20/12/2025,C,401WES,1248.20
000121,INV2025-00121,Sales invoice to Everest Distribution,20/12/2025,D,411JUO,17583.35
000121,INV2025-00121,Sales invoice to Everest Distribution,20/12/2025,C,703,14652.79
000121,INV2025-00121,Sales invoice to Everest Distribution,20/12/2025,C,44571,2930.56
000121,INV2025-00121,Sales invoice to Everest Distribution,20/12/2025,D,671,551.42
000121,INV2025-00121,Sales invoice to Everest Distribution,20/12/2025,C,512,551.42
000122,INV2025-00122,Goods purchase from Iris Retail,13/11/2025,D,213188,2764.99
000122,INV2025-00122,Goods purchase from Iris Retail,13/11/2025,D,3265,4025.76
000122,INV2025-00122,Goods purchase from Iris Retail,13/11/2025,C,161,6790.75
000122,INV2025-00122,Goods purchase from Iris Retail,13/11/2025,D,602,2302.15
000122,INV2025-00122,Goods purchase from Iris Retail,13/11/2025,D,44562,460.43
000122,INV2025-00122,Goods purchase from Iris Retail,13/11/2025,C,401QRS,2762.58
000123,,Exceptional income received,18/12/2025,D,279,8368.75
000123,,Exceptional income received,18/12/2025,D,345,9299.39
000123,,Exceptional income received,18/12/2025,C,108,17668.14
000123,,Exceptional income received,18/12/2025,D,512,7845.34
000123,,Exceptional income received,18/12/2025,C,7741,7845.34
000124,INV2025-00124,Goods purchase from Pacific Parts,03/07/2025,D,2721,2731.14
000124,INV2025-00124,Goods purchase from Pacific Parts,03/07/2025,D,36,4274.10
000124,INV2025-00124,Goods purchase from Pacific Parts,03/07/2025,C,161,7005.24
000124,INV2025-00124,Goods purchase from Pacific Parts,03/07/2025,D,607,8562.67
000124,INV2025-00124,Goods purchase from Pacific Parts,03/07/2025,D,44562,1712.53
000124,INV2025-00124,Goods purchase from Pacific Parts,03/07/2025,C,401ORB,10275.20
000125,INV2025-00125,Sales invoice to Iconic Apparel,18/05/2025,D,269,1029.65
000125,INV2025-00125,Sales invoice to Iconic Apparel,18/05/2025,D,31,3737.69
000125,INV2025-00125,Sales invoice to Iconic Apparel,18/05/2025,C,164,4767.34
000125,INV2025-00125,Sales invoice to Iconic Apparel,18/05/2025,D,601,4130.80
000125,INV2025-00125,Sales invoice to Iconic Apparel,18/05/2025,D,44566,826.16
000125,INV2025-00125,Sales invoice to Iconic Apparel,18/05/2025,C,401BLC,4956.96
000125,INV2025-00125,Sales invoice to Iconic Apparel,18/05/2025,D,411WIM,3088.86
000125,INV2025-00125,Sales invoice to Iconic Apparel,18/05/2025,C,701,2574.05
000125,INV2025-00125,Sales invoice to Iconic Apparel,18/05/2025,C,44571,514.81
000126,,Exceptional expense paid,20/07/2025,D,2973,11094.52
000126,,Exceptional expense paid,20/07/2025,D,3221,562.42
000126,,Exceptional expense paid,20/07/2025,C,1061,11656.94
000126,,Exceptional expense paid,20/07/2025,D,6742,5549.29
000126,,Exceptional expense paid,20/07/2025,C,5124,5549.29
000127,,Bank fees charged by Banque Meridian,07/05/2025,D,20,10435.98
000127,,Bank fees charged by Banque Meridian,07/05/2025,D,393,10914.13
000127,,Bank fees charged by Banque Meridian,07/05/2025,C,161,21350.11
000127,,Bank fees charged by Banque Meridian,07/05/2025,D,66116,292.71
000127,,Bank fees charged by Banque Meridian,07/05/2025,C,512,292.71
000128,INV2025-00128,Service expense from Cloud Nine IT,08/11/2025,D,2674,9754.80
000128,INV2025-00128,Service expense from Cloud Nine IT,08/11/2025,D,358,5234.93
000128,INV2025-00128,Service expense from Cloud Nine IT,08/11/2025,C,101,14989.73
000128,INV2025-00128,Service expense from Cloud Nine IT,08/11/2025,D,6152,2665.96
000128,INV2025-00128,Service expense from Cloud Nine IT,08/11/2025,D,44562,533.19
000128,INV2025-00128,Service expense from Cloud Nine IT,08/11/2025,C,401ACM,3199.15
000128,INV2025-00128,Service expense from Cloud Nine IT,08/11/2025,D,66116,576.74
000128,INV2025-00128,Service expense from Cloud Nine IT,08/11/2025,C,531,576.74
000128,INV2025-00128,Service expense from Cloud Nine IT,08/11/2025,D,531,5320.97
000128,INV2025-00128,Service expense from Cloud Nine IT,08/11/2025,C,7756,5320.97
000129,INV2025-00129,Goods purchase from Jupiter Tools,18/04/2025,D,27682,3731.76
000129,INV2025-00129,Goods purchase from Jupiter Tools,18/04/2025,D,3586,918.84
000129,INV2025-00129,Goods purchase from Jupiter Tools,18/04/2025,C,161,4650.60
000129,INV2025-00129,Goods purchase from Jupiter Tools,18/04/2025,D,601,2254.05
000129,INV2025-00129,Goods purchase from Jupiter Tools,18/04/2025,D,44566,450.81
000129,INV2025-00129,Goods purchase from Jupiter Tools,18/04/2025,C,401BAS,2704.86
000130,,Bank fees charged by Banque Meridian,20/10/2025,D,261,14751.15
000130,,Bank fees charged by Banque Meridian,20/10/2025,D,3922,11389.74
000130,,Bank fees charged by Banque Meridian,20/10/2025,C,164,26140.89
000130,,Bank fees charged by Banque Meridian,20/10/2025,D,668,132.92
000130,,Bank fees charged by Banque Meridian,20/10/2025,C,5124,132.92
000130,,Bank fees charged by Banque Meridian,20/10/2025,D,678,4813.87
000130,,Bank fees charged by Banque Meridian,20/10/2025,C,5121,4813.87
000131,INV2025-00131,Goods purchase from Epsilon Tech,16/12/2025,D,20122,14051.93
000131,INV2025-00131,Goods purchase from Epsilon Tech,16/12/2025,D,34,2980.83
000131,INV2025-00131,Goods purchase from Epsilon Tech,16/12/2025,C,168,17032.76
000131,INV2025-00131,Goods purchase from Epsilon Tech,16/12/2025,D,601,4125.42
000131,INV2025-00131,Goods purchase from Epsilon Tech,16/12/2025,D,44566,825.08
000131,INV2025-00131,Goods purchase from Epsilon Tech,16/12/2025,C,401NEX,4950.50
000131,INV2025-00131,Goods purchase from Epsilon Tech,16/12/2025,D,668,457.92
000131,INV2025-00131,Goods purchase from Epsilon Tech,16/12/2025,C,5124,457.92
000132,,Bank fees charged by Banque Meridian,19/03/2025,D,282,14262.45
000132,,Bank fees charged by Banque Meridian,19/03/2025,D,3955,5469.80
000132,,Bank fees charged by Banque Meridian,19/03/2025,C,165,19732.25
000132,,Bank fees charged by Banque Meridian,19/03/2025,D,6615,143.31
000132,,Bank fees charged by Banque Meridian,19/03/2025,C,512,143.31
000133,INV2025-00133,Service expense from Cloud Nine IT,02/04/2025,D,2808,15670.24
000133,INV2025-00133,Service expense from Cloud Nine IT,02/04/2025,D,397,10838.77
000133,INV2025-00133,Service expense from Cloud Nine IT,02/04/2025,C,164,26509.01
000133,INV2025-00133,Service expense from Cloud Nine IT,02/04/2025,D,626,6777.53
000133,INV2025-00133,Service expense from Cloud Nine IT,02/04/2025,D,44566,1355.51
000133,INV2025-00133,Service expense from Cloud Nine IT,02/04/2025,C,401PRO,8133.04
000133,INV2025-00133,Service expense from Cloud Nine IT,02/04/2025,D,66188,584.14
000133,INV2025-00133,Service expense from Cloud Nine IT,02/04/2025,C,5121,584.14
000134,INV2025-00134,Goods purchase from Solar Maintenance,12/05/2025,D,2111,16340.04
000134,INV2025-00134,Goods purchase from Solar Maintenance,12/05/2025,D,36,1416.65
000134,INV2025-00134,Goods purchase from Solar Maintenance,12/05/2025,C,101,17756.69
000134,INV2025-00134,Goods purchase from Solar Maintenance,12/05/2025,D,602,7115.87
000134,INV2025-00134,Goods purchase from Solar Maintenance,12/05/2025,D,44566,1423.17
000134,INV2025-00134,Goods purchase from Solar Maintenance,12/05/2025,C,401VAL,8539.04
000135,,Initial equipment and inventory setup,31/05/2025,D,2181,12729.98
000135,,Initial equipment and inventory setup,31/05/2025,D,3451,11235.58
000135,,Initial equipment and inventory setup,31/05/2025,C,167,23965.56
000136,INV2025-00136,Sales invoice to Umbra Retail,14/06/2025,D,20121,14327.72
000136,INV2025-00136,Sales invoice to Umbra Retail,14/06/2025,D,3581,3449.25
000136,INV2025-00136,Sales invoice to Umbra Retail,14/06/2025,C,101,17776.97
000136,INV2025-00136,Sales invoice to Umbra Retail,14/06/2025,D,6152,4352.19
000136,INV2025-00136,Sales invoice to Umbra Retail,14/06/2025,D,44566,870.44
000136,INV2025-00136,Sales invoice to Umbra Retail,14/06/2025,C,401PAC,5222.63
000136,INV2025-00136,Sales invoice to Umbra Retail,14/06/2025,D,411NRT,15139.84
000136,INV2025-00136,Sales invoice to Umbra Retail,14/06/2025,C,701,12616.53
000136,INV2025-00136,Sales invoice to Umbra Retail,14/06/2025,C,44571,2523.31
000137,,Bank fees charged by Banque Meridian,15/10/2025,D,28187,10949.07
000137,,Bank fees charged by Banque Meridian,15/10/2025,D,393,2035.01
000137,,Bank fees charged by Banque Meridian,15/10/2025,C,108,12984.08
000137,,Bank fees charged by Banque Meridian,15/10/2025,D,66117,284.73
000137,,Bank fees charged by Banque Meridian,15/10/2025,C,531,284.73
000138,,Exceptional expense paid,05/05/2025,D,2814,5460.99
000138,,Exceptional expense paid,05/05/2025,D,3911,5482.28
000138,,Exceptional expense paid,05/05/2025,C,164,10943.27
000138,,Exceptional expense paid,05/05/2025,D,6751,1457.96
000138,,Exceptional expense paid,05/05/2025,C,512,1457.96
000139,,Initial equipment and inventory setup,30/07/2025,D,275,4761.13
000139,,Initial equipment and inventory setup,30/07/2025,D,312,3905.29
000139,,Initial equipment and inventory setup,30/07/2025,C,164,8666.42
000140,,Bank fees charged by Banque Meridian,07/11/2025,D,2675,9102.47
000140,,Bank fees charged by Banque Meridian,07/11/2025,D,397,3541.21
000140,,Bank fees charged by Banque Meridian,07/11/2025,C,101,12643.68
000140,,Bank fees charged by Banque Meridian,07/11/2025,D,6612,77.80
000140,,Bank fees charged by Banque Meridian,07/11/2025,C,512,77.80
000141,INV2025-00141,Goods purchase from Cloud Nine IT,27/10/2025,D,2721,14711.44
000141,INV2025-00141,Goods purchase from Cloud Nine IT,27/10/2025,D,3311,6577.76
000141,INV2025-00141,Goods purchase from Cloud Nine IT,27/10/2025,C,167,21289.20
000141,INV2025-00141,Goods purchase from Cloud Nine IT,27/10/2025,D,6061,1137.98
000141,INV2025-00141,Goods purchase from Cloud Nine IT,27/10/2025,D,44566,227.60
000141,INV2025-00141,Goods purchase from Cloud Nine IT,27/10/2025,C,401BMT,1365.58
000142,INV2025-00142,Sales invoice to Juniper Shop,09/08/2025,D,2611,4787.42
000142,INV2025-00142,Sales invoice to Juniper Shop,09/08/2025,D,3351,10855.06
000142,INV2025-00142,Sales invoice to Juniper Shop,09/08/2025,C,1061,15642.48
000142,INV2025-00142,Sales invoice to Juniper Shop,09/08/2025,D,411YCP,13951.54
000142,INV2025-00142,Sales invoice to Juniper Shop,09/08/2025,C,706,11626.28
000142,INV2025-00142,Sales invoice to Juniper Shop,09/08/2025,C,44571,2325.26
000142,INV2025-00142,Sales invoice to Juniper Shop,09/08/2025,D,661,222.37
000142,INV2025-00142,Sales invoice to Juniper Shop,09/08/2025,C,5121,222.37
000143,INV2025-00143,Sales invoice to Driftwood Co,31/05/2025,D,20,4403.54
000143,INV2025-00143,Sales invoice to Driftwood Co,31/05/2025,D,335,3031.28
000143,INV2025-00143,Sales invoice to Driftwood Co,31/05/2025,C,168,7434.82
000143,INV2025-00143,Sales invoice to Driftwood Co,31/05/2025,D,411YGV,18437.44
000143,INV2025-00143,Sales invoice to Driftwood Co,31/05/2025,C,701,15364.53
000143,INV2025-00143,Sales invoice to Driftwood Co,31/05/2025,C,44571,3072.91
000143,INV2025-00143,Sales invoice to Driftwood Co,31/05/2025,D,512,267.19
000143,INV2025-00143,Sales invoice to Driftwood Co,31/05/2025,C,7617,267.19
000143,INV2025-00143,Sales invoice to Driftwood Co,31/05/2025,D,6752,3114.76
000143,INV2025-00143,Sales invoice to Driftwood Co,31/05/2025,C,5124,3114.76
000144,,Exceptional expense paid,14/05/2025,D,29,1517.06
000144,,Exceptional expense paid,14/05/2025,D,3585,11971.85
000144,,Exceptional expense paid,14/05/2025,C,164,13488.91
000144,,Exceptional expense paid,14/05/2025,D,6752,6125.46
000144,,Exceptional expense paid,14/05/2025,C,512,6125.46
000145,,Initial equipment and inventory setup,12/02/2025,D,2116,6774.55
000145,,Initial equipment and inventory setup,12/02/2025,D,3972,6383.99
000145,,Initial equipment and inventory setup,12/02/2025,C,168,13158.54
000146,INV2025-00146,Service expense from Horizon Consulting,13/09/2025,D,2012,11927.95
000146,INV2025-00146,Service expense from Horizon Consulting,13/09/2025,D,3935,3084.28
000146,INV2025-00146,Service expense from Horizon Consulting,13/09/2025,C,1061,15012.23
000146,INV2025-00146,Service expense from Horizon Consulting,13/09/2025,D,6226,5833.20
000146,INV2025-00146,Service expense from Horizon Consulting,13/09/2025,D,44566,1166.64
000146,INV2025-00146,Service expense from Horizon Consulting,13/09/2025,C,401MET,6999.84
000147,,Initial equipment and inventory setup,15/11/2025,D,279,1252.82
000147,,Initial equipment and inventory setup,15/11/2025,D,3922,5140.74
000147,,Initial equipment and inventory setup,15/11/2025,C,1061,6393.56
000148,,Bank fees charged by Banque Meridian,24/05/2025,D,2187,2922.07
000148,,Bank fees charged by Banque Meridian,24/05/2025,D,3212,1445.12
000148,,Bank fees charged by Banque Meridian,24/05/2025,C,164,4367.19
000148,,Bank fees charged by Banque Meridian,24/05/2025,D,666,53.84
000148,,Bank fees charged by Banque Meridian,24/05/2025,C,5121,53.84
000149,,Initial equipment and inventory setup,18/12/2025,D,271,17387.24
000149,,Initial equipment and inventory setup,18/12/2025,D,3211,4625.47
000149,,Initial equipment and inventory setup,18/12/2025,C,1061,22012.71
000150,,Initial equipment and inventory setup,11/05/2025,D,268,16606.54
000150,,Initial equipment and inventory setup,11/05/2025,D,335,3381.85
000150,,Initial equipment and inventory setup,11/05/2025,C,1061,19988.39
000151,INV2025-00151,Sales invoice to Fjord Buyers,06/08/2025,D,28,9377.28
000151,INV2025-00151,Sales invoice to Fjord Buyers,06/08/2025,D,3972,11988.69
000151,INV2025-00151,Sales invoice to Fjord Buyers,06/08/2025,C,167,21365.97
000151,INV2025-00151,Sales invoice to Fjord Buyers,06/08/2025,D,6226,5775.75
000151,INV2025-00151,Sales invoice to Fjord Buyers,06/08/2025,D,44566,1155.15
000151,INV2025-00151,Sales invoice to Fjord Buyers,06/08/2025,C,401AGL,6930.90
000151,INV2025-00151,Sales invoice to Fjord Buyers,06/08/2025,D,401AGL,4815.38
000151,INV2025-00151,Sales invoice to Fjord Buyers,06/08/2025,C,531,4815.38
000151,INV2025-00151,Sales invoice to Fjord Buyers,06/08/2025,D,411KDN,7117.44
000151,INV2025-00151,Sales invoice to Fjord Buyers,06/08/2025,C,707,5931.20
000151,INV2025-00151,Sales invoice to Fjord Buyers,06/08/2025,C,44571,1186.24
000152,INV2025-00152,Sales invoice to Driftwood Co,06/09/2025,D,21318,1425.07
000152,INV2025-00152,Sales invoice to Driftwood Co,06/09/2025,D,397,8427.68
000152,INV2025-00152,Sales invoice to Driftwood Co,06/09/2025,C,167,9852.75
000152,INV2025-00152,Sales invoice to Driftwood Co,06/09/2025,D,411DOE,2874.37
000152,INV2025-00152,Sales invoice to Driftwood Co,06/09/2025,C,707,2395.31
000152,INV2025-00152,Sales invoice to Driftwood Co,06/09/2025,C,44571,479.06
000153,INV2025-00153,Goods purchase from Titan Security,10/12/2025,D,277,17015.85
000153,INV2025-00153,Goods purchase from Titan Security,10/12/2025,D,3311,11307.98
000153,INV2025-00153,Goods purchase from Titan Security,10/12/2025,C,168,28323.83
000153,INV2025-00153,Goods purchase from Titan Security,10/12/2025,D,6061,1555.03
000153,INV2025-00153,Goods purchase from Titan Security,10/12/2025,D,44562,311.01
000153,INV2025-00153,Goods purchase from Titan Security,10/12/2025,C,401ALT,1866.04
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,D,2182,13990.67
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,D,3265,1763.25
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,C,161,15753.92
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,D,601,5728.37
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,D,44566,1145.67
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,C,401WES,6874.04
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,D,401WES,3038.39
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,C,5124,3038.39
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,D,411NTJ,10828.13
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,C,701,9023.44
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,C,44571,1804.69
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,D,66116,371.58
000154,INV2025-00154,Sales invoice to Jade Retail,10/10/2025,C,5121,371.58
000155,INV2025-00155,Service expense from Orion Foods,01/11/2025,D,2115,14705.06
000155,INV2025-00155,Service expense from Orion Foods,01/11/2025,D,317,8907.08
000155,INV2025-00155,Service expense from Orion Foods,01/11/2025,C,165,23612.14
000155,INV2025-00155,Service expense from Orion Foods,01/11/2025,D,6226,931.42
000155,INV2025-00155,Service expense from Orion Foods,01/11/2025,D,44562,186.28
000155,INV2025-00155,Service expense from Orion Foods,01/11/2025,C,401SOL,1117.70
000156,,Bank fees charged by Banque Meridian,03/05/2025,D,2675,15211.67
000156,,Bank fees charged by Banque Meridian,03/05/2025,D,312,6356.80
000156,,Bank fees charged by Banque Meridian,03/05/2025,C,108,21568.47
000156,,Bank fees charged by Banque Meridian,03/05/2025,D,667,383.32
000156,,Bank fees charged by Banque Meridian,03/05/2025,C,5121,383.32
000157,,Initial equipment and inventory setup,10/11/2025,D,201,8753.37
000157,,Initial equipment and inventory setup,10/11/2025,D,3211,10639.99
000157,,Initial equipment and inventory setup,10/11/2025,C,1061,19393.36
000158,INV2025-00158,Sales invoice to Fable Industries,26/12/2025,D,2743,3380.13
000158,INV2025-00158,Sales invoice to Fable Industries,26/12/2025,D,3224,6824.33
000158,INV2025-00158,Sales invoice to Fable Industries,26/12/2025,C,167,10204.46
000158,INV2025-00158,Sales invoice to Fable Industries,26/12/2025,D,411NJW,10194.66
000158,INV2025-00158,Sales invoice to Fable Industries,26/12/2025,C,707,8495.55
000158,INV2025-00158,Sales invoice to Fable Industries,26/12/2025,C,44571,1699.11
000158,INV2025-00158,Sales invoice to Fable Industries,26/12/2025,D,665,136.08
000158,INV2025-00158,Sales invoice to Fable Industries,26/12/2025,C,531,136.08
000159,INV2025-00159,Sales invoice to Quartz Customers,19/11/2025,D,211,5730.24
000159,INV2025-00159,Sales invoice to Quartz Customers,19/11/2025,D,3931,9907.81
000159,INV2025-00159,Sales invoice to Quartz Customers,19/11/2025,C,161,15638.05
000159,INV2025-00159,Sales invoice to Quartz Customers,19/11/2025,D,411BYX,16148.96
000159,INV2025-00159,Sales invoice to Quartz Customers,19/11/2025,C,701,13457.47
000159,INV2025-00159,Sales invoice to Quartz Customers,19/11/2025,C,44571,2691.49
000160,,Initial equipment and inventory setup,21/04/2025,D,267,1619.79
000160,,Initial equipment and inventory setup,21/04/2025,D,3451,10461.60
000160,,Initial equipment and inventory setup,21/04/2025,C,161,12081.39
000161,INV2025-00161,Service expense from Delta Office,14/01/2025,D,291,5335.45
000161,INV2025-00161,Service expense from Delta Office,14/01/2025,D,3586,380.86
000161,INV2025-00161,Service expense from Delta Office,14/01/2025,C,168,5716.31
000161,INV2025-00161,Service expense from Delta Office,14/01/2025,D,6226,6311.84
000161,INV2025-00161,Service expense from Delta Office,14/01/2025,D,44562,1262.37
000161,INV2025-00161,Service expense from Delta Office,14/01/2025,C,401ZEN,7574.21
000162,INV2025-00162,Sales invoice to Fjord Buyers,05/03/2025,D,27688,10823.68
000162,INV2025-00162,Sales invoice to Fjord Buyers,05/03/2025,D,3211,4079.58
000162,INV2025-00162,Sales invoice to Fjord Buyers,05/03/2025,C,161,14903.26
000162,INV2025-00162,Sales invoice to Fjord Buyers,05/03/2025,D,411WLK,2268.67
000162,INV2025-00162,Sales invoice to Fjord Buyers,05/03/2025,C,702,1890.56
000162,INV2025-00162,Sales invoice to Fjord Buyers,05/03/2025,C,44571,378.11
000163,,Initial equipment and inventory setup,04/04/2025,D,2974,10846.69
000163,,Initial equipment and inventory setup,04/04/2025,D,392,7877.47
000163,,Initial equipment and inventory setup,04/04/2025,C,1061,18724.16
000164,INV2025-00164,Sales invoice to Jade Retail,18/07/2025,D,2971,1194.41
000164,INV2025-00164,Sales invoice to Jade Retail,18/07/2025,D,371,5260.77
000164,INV2025-00164,Sales invoice to Jade Retail,18/07/2025,C,167,6455.18
000164,INV2025-00164,Sales invoice to Jade Retail,18/07/2025,D,601,700.30
000164,INV2025-00164,Sales invoice to Jade Retail,18/07/2025,D,44562,140.06
000164,INV2025-00164,Sales invoice to Jade Retail,18/07/2025,C,401RED,840.36
000164,INV2025-00164,Sales invoice to Jade Retail,18/07/2025,D,411TAB,9472.60
000164,INV2025-00164,Sales invoice to Jade Retail,18/07/2025,C,707,7893.83
000164,INV2025-00164,Sales invoice to Jade Retail,18/07/2025,C,44571,1578.77
000165,INV2025-00165,Sales invoice to Wavefront Buyers,18/07/2025,D,2116,16399.98
000165,INV2025-00165,Sales invoice to Wavefront Buyers,18/07/2025,D,3945,3214.91
000165,INV2025-00165,Sales invoice to Wavefront Buyers,18/07/2025,C,161,19614.89
000165,INV2025-00165,Sales invoice to Wavefront Buyers,18/07/2025,D,411GRF,2020.68
000165,INV2025-00165,Sales invoice to Wavefront Buyers,18/07/2025,C,706,1683.90
000165,INV2025-00165,Sales invoice to Wavefront Buyers,18/07/2025,C,44571,336.78
000166,,Initial equipment and inventory setup,05/11/2025,D,2385,1255.53
000166,,Initial equipment and inventory setup,05/11/2025,D,326,2757.08
000166,,Initial equipment and inventory setup,05/11/2025,C,161,4012.61
000167,INV2025-00167,Sales invoice to Fable Industries,11/02/2025,D,21514,7220.65
000167,INV2025-00167,Sales invoice to Fable Industries,11/02/2025,D,3222,11073.65
000167,INV2025-00167,Sales invoice to Fable Industries,11/02/2025,C,1061,18294.30
