transaction_number,invoice,name,date,debit_credit,account,amount
145,PAYROLL-2025-0145-VO,Payroll 2025-12 - salaries and charges - ref PR0145-SM,18/12/2025,D,645,980.75
145,PAYROLL-2025-0145-VO,Payroll 2025-12 - salaries and charges - ref PR0145-SM,18/12/2025,C,421,2615.34
145,PAYROLL-2025-0145-VO,Payroll 2025-12 - salaries and charges - ref PR0145-SM,18/12/2025,C,431,1634.59
146,SI2025-0146-SD,Purchase Consulting - Alto Crest SAS - Montpellier - ref PO0146-WS,25/01/2025,D,611,1796.94
146,SI2025-0146-SD,Purchase Consulting - Alto Crest SAS - Montpellier - ref PO0146-WS,25/01/2025,D,44566,359.39
146,SI2025-0146-SD,Purchase Consulting - Alto Crest SAS - Montpellier - ref PO0146-WS,25/01/2025,C,4017,2156.33
147,SI2025-0147-RB,Purchase Software - Pulse Nexus EURL - Grenoble - ref PO0147-BK,10/03/2025,D,622,1228.84
147,SI2025-0147-RB,Purchase Software - Pulse Nexus EURL - Grenoble - ref PO0147-BK,10/03/2025,D,44566,122.88
147,SI2025-0147-RB,Purchase Software - Pulse Nexus EURL - Grenoble - ref PO0147-BK,10/03/2025,C,401EXA,1351.72
148,CI2025-0148-LQ,Sale Audit assistance - GreenWest SARL - Toulouse - ref SO0148-PR,15/02/2025,D,411JZJ,3413.22
148,CI2025-0148-LQ,Sale Audit assistance - GreenWest SARL - Toulouse - ref SO0148-PR,15/02/2025,C,707,2844.35
148,CI2025-0148-LQ,Sale Audit assistance - GreenWest SARL - Toulouse - ref SO0148-PR,15/02/2025,C,44571,568.87
149,CI2025-0149-QG,Sale Cloud migration - RiverEast SARL - Lille - ref SO0149-BM,25/12/2025,D,411GFZ,4401.26
149,CI2025-0149-QG,Sale Cloud migration - RiverEast SARL - Lille - ref SO0149-BM,25/12/2025,C,701,3667.72
149,CI2025-0149-QG,Sale Cloud migration - RiverEast SARL - Lille - ref SO0149-BM,25/12/2025,C,44571,733.54
150,SI2025-0150-JK,Purchase Utilities - Zenith Core SAS - Nantes - ref PO0150-FP,23/07/2025,D,641,1374.87
150,SI2025-0150-JK,Purchase Utilities - Zenith Core SAS - Nantes - ref PO0150-FP,23/07/2025,D,44566,75.62
150,SI2025-0150-JK,Purchase Utilities - Zenith Core SAS - Nantes - ref PO0150-FP,23/07/2025,C,401NOR,1450.49
151,SI2025-0151-ZY,Purchase Utilities - Zenith Metro EURL - Toulouse - ref PO0151-NV,25/08/2025,D,615,1353.22
151,SI2025-0151-ZY,Purchase Utilities - Zenith Metro EURL - Toulouse - ref PO0151-NV,25/08/2025,D,44566,74.43
151,SI2025-0151-ZY,Purchase Utilities - Zenith Metro EURL - Toulouse - ref PO0151-NV,25/08/2025,C,401XEN,1427.65
152,SI2025-0152-MA,Purchase Consulting - Metro Pulse SAS - Nice - ref PO0152-IW,26/05/2025,D,641,1545.76
152,SI2025-0152-MA,Purchase Consulting - Metro Pulse SAS - Nice - ref PO0152-IW,26/05/2025,D,44566,154.58
152,SI2025-0152-MA,Purchase Consulting - Metro Pulse SAS - Nice - ref PO0152-IW,26/05/2025,C,401SYS,1700.34
153,PAYROLL-2025-0153-YJ,Payroll 2025-06 - salaries and charges - ref PR0153-XO,08/06/2025,D,641,3282.29
153,PAYROLL-2025-0153-YJ,Payroll 2025-06 - salaries and charges - ref PR0153-XO,08/06/2025,D,645,1378.56
153,PAYROLL-2025-0153-YJ,Payroll 2025-06 - salaries and charges - ref PR0153-XO,08/06/2025,C,421,2691.48
153,PAYROLL-2025-0153-YJ,Payroll 2025-06 - salaries and charges - ref PR0153-XO,08/06/2025,C,431,1969.37
154,SI2025-0154-TJ,Purchase IT Services - Metro Zenith SA - Strasbourg - ref PO0154-ZJ (split),22/07/2025,D,601,725.83
154,SI2025-0154-TJ,Purchase IT Services - Metro Zenith SA - Strasbourg - ref PO0154-ZJ (split),22/07/2025,D,635,1216.78
154,SI2025-0154-TJ,Purchase IT Services - Metro Zenith SA - Strasbourg - ref PO0154-ZJ (split),22/07/2025,D,44566,106.84
154,SI2025-0154-TJ,Purchase IT Services - Metro Zenith SA - Strasbourg - ref PO0154-ZJ (split),22/07/2025,C,401BAS,2049.45
155,PAY-SUP-2025-0155-CH,Payment to supplier Pulse Aero SA - Bank transfer - ref PAY0155-ZD,22/11/2025,D,401WAV,902.72
155,PAY-SUP-2025-0155-CH,Payment to supplier Pulse Aero SA - Bank transfer - ref PAY0155-ZD,22/11/2025,C,512,902.72
156,CI2025-0156-SB,Sale ERP setup - StoneRapid SA - Marseille - ref SO0156-QH,08/07/2025,D,411EBA,2335.06
156,CI2025-0156-SB,Sale ERP setup - StoneRapid SA - Marseille - ref SO0156-QH,08/07/2025,C,701,2122.78
156,CI2025-0156-SB,Sale ERP setup - StoneRapid SA - Marseille - ref SO0156-QH,08/07/2025,C,44571,212.28
157,SI2025-0157-VF,Purchase Consulting - Crest Prime EURL - Tours - ref PO0157-LD,18/02/2025,D,626,375.51
157,SI2025-0157-VF,Purchase Consulting - Crest Prime EURL - Tours - ref PO0157-LD,18/02/2025,D,44566,75.1
157,SI2025-0157-VF,Purchase Consulting - Crest Prime EURL - Tours - ref PO0157-LD,18/02/2025,C,401UNI,450.61
158,CI2025-0158-TY,Sale Monthly support - StoneStone SA - Dijon - ref SO0158-NI,14/12/2025,D,411FBF,1148.63
158,CI2025-0158-TY,Sale Monthly support - StoneStone SA - Dijon - ref SO0158-NI,14/12/2025,C,704,1088.75
158,CI2025-0158-TY,Sale Monthly support - StoneStone SA - Dijon - ref SO0158-NI,14/12/2025,C,44571,59.88
159,SI2025-0159-IU,Purchase Office Supplies - Core Orion SA - Reims - ref PO0159-DV,28/07/2025,D,615,2075.01
159,SI2025-0159-IU,Purchase Office Supplies - Core Orion SA - Reims - ref PO0159-DV,28/07/2025,D,44566,415.0
159,SI2025-0159-IU,Purchase Office Supplies - Core Orion SA - Reims - ref PO0159-DV,28/07/2025,C,401BAS,2490.01
160,RCPT-2025-0160-PD,Customer receipt SmartFresh SAS - Wire - ref RC0160-PD,26/02/2025,D,512,1005.16
160,RCPT-2025-0160-PD,Customer receipt SmartFresh SAS - Wire - ref RC0160-PD,26/02/2025,C,411INK,1005.16
161,SI2025-0161-GU,Purchase Consulting - Aero Alto SARL - Grenoble - ref PO0161-GZ,05/07/2025,D,645,1262.23
161,SI2025-0161-GU,Purchase Consulting - Aero Alto SARL - Grenoble - ref PO0161-GZ,05/07/2025,D,44566,126.22
161,SI2025-0161-GU,Purchase Consulting - Aero Alto SARL - Grenoble - ref PO0161-GZ,05/07/2025,C,401VAL,1388.45
162,SI2025-0162-KI,Purchase Consulting - Core Delta SA - Strasbourg - ref PO0162-EM,31/07/2025,D,623,977.21
162,SI2025-0162-KI,Purchase Consulting - Core Delta SA - Strasbourg - ref PO0162-EM,31/07/2025,D,44566,195.44
162,SI2025-0162-KI,Purchase Consulting - Core Delta SA - Strasbourg - ref PO0162-EM,31/07/2025,C,401ZON,1172.65
163,PAY-SUP-2025-0163-EU,Payment to supplier Nova Nova EURL - SEPA - ref PAY0163-NJ,22/06/2025,D,401INT,436.18
163,PAY-SUP-2025-0163-EU,Payment to supplier Nova Nova EURL - SEPA - ref PAY0163-NJ,22/06/2025,C,512,436.18
164,SI2025-0164-WS,Purchase Office Supplies - Delta Aero SAS - Nice - ref PO0164-EI,25/06/2025,D,621,735.15
164,SI2025-0164-WS,Purchase Office Supplies - Delta Aero SAS - Nice - ref PO0164-EI,25/06/2025,D,44566,40.43
164,SI2025-0164-WS,Purchase Office Supplies - Delta Aero SAS - Nice - ref PO0164-EI,25/06/2025,C,401SUP,775.58
165,RCPT-2025-0165-PT,Customer receipt EastSmart SARL - Wire - ref RC0165-AI,31/03/2025,D,512,725.47
165,RCPT-2025-0165-PT,Customer receipt EastSmart SARL - Wire - ref RC0165-AI,31/03/2025,C,411RUO,725.47
166,PAY-SUP-2025-0166-FU,Payment to supplier Urban Urban EURL - Card - ref PAY0166-OO,02/07/2025,D,401ANT,2897.01
166,PAY-SUP-2025-0166-FU,Payment to supplier Urban Urban EURL - Card - ref PAY0166-OO,02/07/2025,C,512,2897.01
167,CI2025-0167-KK,Sale Website redesign - FreshRiver Association - Montpellier - ref SO0167-GN,12/06/2025,D,411XPL,2078.09
167,CI2025-0167-KK,Sale Website redesign - FreshRiver Association - Montpellier - ref SO0167-GN,12/06/2025,C,704,1731.74
167,CI2025-0167-KK,Sale Website redesign - FreshRiver Association - Montpellier - ref SO0167-GN,12/06/2025,C,44571,346.35
168,CI2025-0168-WN,Sale Website redesign - GoldenFresh SA - Nice - ref SO0168-VQ,23/08/2025,D,411FBF,2175.79
168,CI2025-0168-WN,Sale Website redesign - GoldenFresh SA - Nice - ref SO0168-VQ,23/08/2025,C,706,2062.36
168,CI2025-0168-WN,Sale Website redesign - GoldenFresh SA - Nice - ref SO0168-VQ,23/08/2025,C,44571,113.43
169,PAY-SUP-2025-0169-ZO,Payment to supplier Crest Metro SARL - Bank transfer - ref PAY0169-FP,27/03/2025,D,401VAL,560.48
169,PAY-SUP-2025-0169-ZO,Payment to supplier Crest Metro SARL - Bank transfer - ref PAY0169-FP,27/03/2025,C,512,560.48
170,SI2025-0170-SK,Purchase Logistics - Pulse Nexus SA - Lyon - ref PO0170-GC,26/11/2025,D,602,1384.48
170,SI2025-0170-SK,Purchase Logistics - Pulse Nexus SA - Lyon - ref PO0170-GC,26/11/2025,D,44566,138.45
170,SI2025-0170-SK,Purchase Logistics - Pulse Nexus SA - Lyon - ref PO0170-GC,26/11/2025,C,401DSC,1522.93
171,CI2025-0171-SO,Sale App maintenance - SmartWest Association - Grenoble - ref SO0171-XZ (multi-line),26/10/2025,D,411KDN,3046.18
171,CI2025-0171-SO,Sale App maintenance - SmartWest Association - Grenoble - ref SO0171-XZ (multi-line),26/10/2025,C,706,1585.28
171,CI2025-0171-SO,Sale App maintenance - SmartWest Association - Grenoble - ref SO0171-XZ (multi-line),26/10/2025,C,704,953.2
171,CI2025-0171-SO,Sale App maintenance - SmartWest Association - Grenoble - ref SO0171-XZ (multi-line),26/10/2025,C,44571,507.7
172,SI2025-0172-SJ,Purchase Catering - Vista Delta SAS - Rennes - ref PO0172-UQ,20/12/2025,D,645,941.18
172,SI2025-0172-SJ,Purchase Catering - Vista Delta SAS - Rennes - ref PO0172-UQ,20/12/2025,D,44566,94.12
172,SI2025-0172-SJ,Purchase Catering - Vista Delta SAS - Rennes - ref PO0172-UQ,20/12/2025,C,401AMS,1035.3
173,PAYROLL-2025-0173-SN,Payroll 2025-08 - salaries and charges - ref PR0173-DU,06/08/2025,D,641,5820.97
173,PAYROLL-2025-0173-SN,Payroll 2025-08 - salaries and charges - ref PR0173-DU,06/08/2025,D,645,1746.29
173,PAYROLL-2025-0173-SN,Payroll 2025-08 - salaries and charges - ref PR0173-DU,06/08/2025,C,421,4773.2
173,PAYROLL-2025-0173-SN,Payroll 2025-08 - salaries and charges - ref PR0173-DU,06/08/2025,C,431,2794.06
174,CI2025-0174-EG,Sale ERP setup - WestSouth SARL - Nice - ref SO0174-TW (multi-line),27/06/2025,D,411JMA,2662.73
174,CI2025-0174-EG,Sale ERP setup - WestSouth SARL - Nice - ref SO0174-TW (multi-line),27/06/2025,C,706,1591.83
174,CI2025-0174-EG,Sale ERP setup - WestSouth SARL - Nice - ref SO0174-TW (multi-line),27/06/2025,C,707,828.83
174,CI2025-0174-EG,Sale ERP setup - WestSouth SARL - Nice - ref SO0174-TW (multi-line),27/06/2025,C,44571,242.07
175,RCPT-2025-0175-JH,Customer receipt RedSouth SARL - SEPA - ref RC0175-VQ,09/02/2025,D,512,4702.46
175,RCPT-2025-0175-JH,Customer receipt RedSouth SARL - SEPA - ref RC0175-VQ,09/02/2025,C,411SNV,4702.46
176,PAY-SUP-2025-0176-NK,Payment to supplier Orion Zenith SAS - Card - ref PAY0176-UM,11/06/2025,D,401SUP,2528.37
176,PAY-SUP-2025-0176-NK,Payment to supplier Orion Zenith SAS - Card - ref PAY0176-UM,11/06/2025,C,512,2528.37
177,CI2025-0177-EF,Sale SEO campaign - StoneSolid SARL - Lyon - ref SO0177-WV,06/06/2025,D,411XDR,2491.37
177,CI2025-0177-EF,Sale SEO campaign - StoneSolid SARL - Lyon - ref SO0177-WV,06/06/2025,C,704,2076.14
177,CI2025-0177-EF,Sale SEO campaign - StoneSolid SARL - Lyon - ref SO0177-WV,06/06/2025,C,44571,415.23
178,CI2025-0178-WA,Sale Audit assistance - SilverRiver SARL - Marseille - ref SO0178-NN,19/10/2025,D,411XRY,4536.91
178,CI2025-0178-WA,Sale Audit assistance - SilverRiver SARL - Marseille - ref SO0178-NN,19/10/2025,C,707,3780.76
178,CI2025-0178-WA,Sale Audit assistance - SilverRiver SARL - Marseille - ref SO0178-NN,19/10/2025,C,44571,756.15
179,CI2025-0179-AB,Sale Cloud migration - GreenRiver SA - Bordeaux - ref SO0179-XH (multi-line),09/04/2025,D,411ROE,1522.28
179,CI2025-0179-AB,Sale Cloud migration - GreenRiver SA - Bordeaux - ref SO0179-XH (multi-line),09/04/2025,C,701,815.63
179,CI2025-0179-AB,Sale Cloud migration - GreenRiver SA - Bordeaux - ref SO0179-XH (multi-line),09/04/2025,C,704,627.29
179,CI2025-0179-AB,Sale Cloud migration - GreenRiver SA - Bordeaux - ref SO0179-XH (multi-line),09/04/2025,C,44571,79.36
180,CI2025-0180-SL,Sale Accounting outsourcing - SmartSmart SA - Montpellier - ref SO0180-SV,26/07/2025,D,411YGV,3488.18
180,CI2025-0180-SL,Sale Accounting outsourcing - SmartSmart SA - Montpellier - ref SO0180-SV,26/07/2025,C,704,3171.07
180,CI2025-0180-SL,Sale Accounting outsourcing - SmartSmart SA - Montpellier - ref SO0180-SV,26/07/2025,C,44571,317.11
181,SI2025-0181-LU,Purchase Utilities - Vista Pulse SAS - Tours - ref PO0181-KZ,31/08/2025,D,601,810.94
181,SI2025-0181-LU,Purchase Utilities - Vista Pulse SAS - Tours - ref PO0181-KZ,31/08/2025,D,44566,44.6
181,SI2025-0181-LU,Purchase Utilities - Vista Pulse SAS - Tours - ref PO0181-KZ,31/08/2025,C,4017,855.54
182,SI2025-0182-SZ,Purchase Catering - Core Nexus SARL - Lille - ref PO0182-SX,13/06/2025,D,606,744.22
182,SI2025-0182-SZ,Purchase Catering - Core Nexus SARL - Lille - ref PO0182-SX,13/06/2025,D,44566,40.93
182,SI2025-0182-SZ,Purchase Catering - Core Nexus SARL - Lille - ref PO0182-SX,13/06/2025,C,401PAC,785.15
183,SI2025-0183-QJ,Purchase Software - Core Nova SA - Lyon - ref PO0183-UB,26/04/2025,D,611,1388.45
183,SI2025-0183-QJ,Purchase Software - Core Nova SA - Lyon - ref PO0183-UB,26/04/2025,D,44566,138.85
183,SI2025-0183-QJ,Purchase Software - Core Nova SA - Lyon - ref PO0183-UB,26/04/2025,C,401WAV,1527.3
184,CI2025-0184-MU,Sale ERP setup - StoneSouth Association - Rennes - ref SO0184-ZF,26/10/2025,D,411CZM,3095.15
184,CI2025-0184-MU,Sale ERP setup - StoneSouth Association - Rennes - ref SO0184-ZF,26/10/2025,C,706,2579.29
184,CI2025-0184-MU,Sale ERP setup - StoneSouth Association - Rennes - ref SO0184-ZF,26/10/2025,C,44571,515.86
185,SI2025-0185-QS,Purchase Cleaning - Summit Zenith SARL - Tours - ref PO0185-EA,18/02/2025,D,628,1293.93
185,SI2025-0185-QS,Purchase Cleaning - Summit Zenith SARL - Tours - ref PO0185-EA,18/02/2025,D,44566,71.17
185,SI2025-0185-QS,Purchase Cleaning - Summit Zenith SARL - Tours - ref PO0185-EA,18/02/2025,C,401HXT,1365.1
186,CI2025-0186-RZ,Sale Audit assistance - SilverRed Association - Tours - ref SO0186-ZN,27/03/2025,D,411QYM,367.0
186,CI2025-0186-RZ,Sale Audit assistance - SilverRed Association - Tours - ref SO0186-ZN,27/03/2025,C,707,305.83
186,CI2025-0186-RZ,Sale Audit assistance - SilverRed Association - Tours - ref SO0186-ZN,27/03/2025,C,44571,61.17
187,RCPT-2025-0187-NK,Customer receipt RedEast Association - Card - ref RC0187-GE,04/07/2025,D,512,3972.04
187,RCPT-2025-0187-NK,Customer receipt RedEast Association - Card - ref RC0187-GE,04/07/2025,C,411MUN,3972.04
188,PAY-SUP-2025-0188-IE,Payment to supplier Pulse Alto EURL - Bank transfer - ref PAY0188-YK,24/06/2025,D,401VIA,1306.13
188,PAY-SUP-2025-0188-IE,Payment to supplier Pulse Alto EURL - Bank transfer - ref PAY0188-YK,24/06/2025,C,512,1306.13
189,PAYROLL-2025-0189-NC,Payroll 2025-04 - salaries and charges - ref PR0189-XF,24/04/2025,D,641,5850.66
189,PAYROLL-2025-0189-NC,Payroll 2025-04 - salaries and charges - ref PR0189-XF,24/04/2025,D,645,2457.28
189,PAYROLL-2025-0189-NC,Payroll 2025-04 - salaries and charges - ref PR0189-XF,24/04/2025,C,421,4680.53
189,PAYROLL-2025-0189-NC,Payroll 2025-04 - salaries and charges - ref PR0189-XF,24/04/2025,C,431,3627.41
190,CI2025-0190-FE,Sale SEO campaign - SilverWest SARL - Grenoble - ref SO0190-BR,05/02/2025,D,411XRY,3806.33
190,CI2025-0190-FE,Sale SEO campaign - SilverWest SARL - Grenoble - ref SO0190-BR,05/02/2025,C,704,3171.94
190,CI2025-0190-FE,Sale SEO campaign - SilverWest SARL - Grenoble - ref SO0190-BR,05/02/2025,C,44571,634.39
191,PAY-SUP-2025-0191-TM,Payment to supplier Orion Nova EURL - SEPA - ref PAY0191-RT,17/05/2025,D,401NEX,2311.56
191,PAY-SUP-2025-0191-TM,Payment to supplier Orion Nova EURL - SEPA - ref PAY0191-RT,17/05/2025,C,512,2311.56
192,RCPT-2025-0192-ZT,Customer receipt GreenRed SARL - SEPA - ref RC0192-KK,29/01/2025,D,512,1905.49
192,RCPT-2025-0192-ZT,Customer receipt GreenRed SARL - SEPA - ref RC0192-KK,29/01/2025,C,411XDR,1905.49
193,SI2025-0193-HG,Purchase Software - Zenith Pulse SARL - Lille - ref PO0193-MO,27/04/2025,D,616,2233.75
193,SI2025-0193-HG,Purchase Software - Zenith Pulse SARL - Lille - ref PO0193-MO,27/04/2025,D,44566,223.38
193,SI2025-0193-HG,Purchase Software - Zenith Pulse SARL - Lille - ref PO0193-MO,27/04/2025,C,401DCT,2457.13
194,SI2025-0194-GR,Purchase Catering - Alto Orion SAS - Dijon - ref PO0194-DJ,19/02/2025,D,621,1492.32
194,SI2025-0194-GR,Purchase Catering - Alto Orion SAS - Dijon - ref PO0194-DJ,19/02/2025,D,44566,149.23
194,SI2025-0194-GR,Purchase Catering - Alto Orion SAS - Dijon - ref PO0194-DJ,19/02/2025,C,401SPN,1641.55
195,PAYROLL-2025-0195-MW,Payroll 2025-11 - salaries and charges - ref PR0195-GR,25/11/2025,D,641,4057.88
195,PAYROLL-2025-0195-MW,Payroll 2025-11 - salaries and charges - ref PR0195-GR,25/11/2025,D,645,1420.26
195,PAYROLL-2025-0195-MW,Payroll 2025-11 - salaries and charges - ref PR0195-GR,25/11/2025,C,421,3165.15
195,PAYROLL-2025-0195-MW,Payroll 2025-11 - salaries and charges - ref PR0195-GR,25/11/2025,C,431,2312.99
196,SI2025-0196-CF,Purchase Consulting - Delta Crest SA - Rennes - ref PO0196-BT (split),01/02/2025,D,611,740.69
196,SI2025-0196-CF,Purchase Consulting - Delta Crest SA - Rennes - ref PO0196-BT (split),01/02/2025,D,611,704.9
196,SI2025-0196-CF,Purchase Consulting - Delta Crest SA - Rennes - ref PO0196-BT (split),01/02/2025,D,44566,289.12
196,SI2025-0196-CF,Purchase Consulting - Delta Crest SA - Rennes - ref PO0196-BT (split),01/02/2025,C,401ABC,1734.71
197,CI2025-0197-IY,Sale SEO campaign - EastSolid SARL - Tours - ref SO0197-OC,16/09/2025,D,411YOX,4127.03
197,CI2025-0197-IY,Sale SEO campaign - EastSolid SARL - Tours - ref SO0197-OC,16/09/2025,C,707,3911.88
197,CI2025-0197-IY,Sale SEO campaign - EastSolid SARL - Tours - ref SO0197-OC,16/09/2025,C,44571,215.15
198,CI2025-0198-CO,Sale Data dashboard - SilverWest Association - Marseille - ref SO0198-LB,23/03/2025,D,411XPL,1851.55
198,CI2025-0198-CO,Sale Data dashboard - SilverWest Association - Marseille - ref SO0198-LB,23/03/2025,C,701,1683.23
198,CI2025-0198-CO,Sale Data dashboard - SilverWest Association - Marseille - ref SO0198-LB,23/03/2025,C,44571,168.32
199,PAY-SUP-2025-0199-OA,Payment to supplier Orion Pulse SAS - SEPA - ref PAY0199-FU,27/07/2025,D,401NOR,1762.35
199,PAY-SUP-2025-0199-OA,Payment to supplier Orion Pulse SAS - SEPA - ref PAY0199-FU,27/07/2025,C,512,1762.35
200,PAY-SUP-2025-0200-CG,Payment to supplier Zenith Vista SAS - Bank transfer - ref PAY0200-KE,09/10/2025,D,401RED,1488.51
200,PAY-SUP-2025-0200-CG,Payment to supplier Zenith Vista SAS - Bank transfer - ref PAY0200-KE,09/10/2025,C,512,1488.51
201,RCPT-2025-0201-FO,Customer receipt EastGreen SA - Wire - ref RC0201-NU,13/04/2025,D,512,4059.31
201,RCPT-2025-0201-FO,Customer receipt EastGreen SA - Wire - ref RC0201-NU,13/04/2025,C,411JUO,4059.31
202,RCPT-2025-0202-JZ,Customer receipt GoldenNorth SARL - Wire - ref RC0202-OE,18/12/2025,D,512,1147.76
202,RCPT-2025-0202-JZ,Customer receipt GoldenNorth SARL - Wire - ref RC0202-OE,18/12/2025,C,411WMO,1147.76
203,PAY-SUP-2025-0203-PI,Payment to supplier Urban Delta SAS - Card - ref PAY0203-QJ,13/05/2025,D,401MET,2841.28
203,PAY-SUP-2025-0203-PI,Payment to supplier Urban Delta SAS - Card - ref PAY0203-QJ,13/05/2025,C,512,2841.28
204,PAYROLL-2025-0204-GY,Payroll 2025-01 - salaries and charges - ref PR0204-EC,07/01/2025,D,641,2798.94
204,PAYROLL-2025-0204-GY,Payroll 2025-01 - salaries and charges - ref PR0204-EC,07/01/2025,D,645,1175.55
204,PAYROLL-2025-0204-GY,Payroll 2025-01 - salaries and charges - ref PR0204-EC,07/01/2025,C,421,2239.15
204,PAYROLL-2025-0204-GY,Payroll 2025-01 - salaries and charges - ref PR0204-EC,07/01/2025,C,431,1735.34
205,PAY-SUP-2025-0205-WB,Payment to supplier Metro Aero SAS - SEPA - ref PAY0205-XE,15/06/2025,D,401ENV,1501.83
205,PAY-SUP-2025-0205-WB,Payment to supplier Metro Aero SAS - SEPA - ref PAY0205-XE,15/06/2025,C,512,1501.83
206,SI2025-0206-SR,Purchase Cleaning - Crest Urban EURL - Marseille - ref PO0206-NS,15/08/2025,D,602,1984.18
206,SI2025-0206-SR,Purchase Cleaning - Crest Urban EURL - Marseille - ref PO0206-NS,15/08/2025,D,44566,198.42
206,SI2025-0206-SR,Purchase Cleaning - Crest Urban EURL - Marseille - ref PO0206-NS,15/08/2025,C,401INT,2182.6
207,SI2025-0207-PU,Purchase Software - Metro Bright SA - Grenoble - ref PO0207-YS,08/01/2025,D,601,1967.56
207,SI2025-0207-PU,Purchase Software - Metro Bright SA - Grenoble - ref PO0207-YS,08/01/2025,D,44566,196.76
207,SI2025-0207-PU,Purchase Software - Metro Bright SA - Grenoble - ref PO0207-YS,08/01/2025,C,401BAS,2164.32
208,SI2025-0208-IK,Purchase IT Services - Urban Bright SA - Nice - ref PO0208-PD (split),07/06/2025,D,621,100.79
208,SI2025-0208-IK,Purchase IT Services - Urban Bright SA - Nice - ref PO0208-PD (split),07/06/2025,D,621,192.1
208,SI2025-0208-IK,Purchase IT Services - Urban Bright SA - Nice - ref PO0208-PD (split),07/06/2025,D,44566,29.29
208,SI2025-0208-IK,Purchase IT Services - Urban Bright SA - Nice - ref PO0208-PD (split),07/06/2025,C,401INF,322.18
209,SI2025-0209-KD,Purchase IT Services - Metro Nova SA - Paris - ref PO0209-VJ,07/02/2025,D,615,480.84
209,SI2025-0209-KD,Purchase IT Services - Metro Nova SA - Paris - ref PO0209-VJ,07/02/2025,D,44566,26.45
209,SI2025-0209-KD,Purchase IT Services - Metro Nova SA - Paris - ref PO0209-VJ,07/02/2025,C,401OPT,507.29
210,CI2025-0210-CS,Sale SEO campaign - NorthRiver Association - Tours - ref SO0210-KR (multi-line),07/04/2025,D,411AOR,2754.35
210,CI2025-0210-CS,Sale SEO campaign - NorthRiver Association - Tours - ref SO0210-KR (multi-line),07/04/2025,C,704,1699.98
210,CI2025-0210-CS,Sale SEO campaign - NorthRiver Association - Tours - ref SO0210-KR (multi-line),07/04/2025,C,707,910.78
210,CI2025-0210-CS,Sale SEO campaign - NorthRiver Association - Tours - ref SO0210-KR (multi-line),07/04/2025,C,44571,143.59
211,PAY-SUP-2025-0211-JM,Payment to supplier Zenith Orion SARL - SEPA - ref PAY0211-VA,31/10/2025,D,401MOB,963.58
211,PAY-SUP-2025-0211-JM,Payment to supplier Zenith Orion SARL - SEPA - ref PAY0211-VA,31/10/2025,C,512,963.58
212,CI2025-0212-WN,Sale ERP setup - GoldenRiver Association - Reims - ref SO0212-ZS,14/06/2025,D,411OGH,666.74
212,CI2025-0212-WN,Sale ERP setup - GoldenRiver Association - Reims - ref SO0212-ZS,14/06/2025,C,702,631.98
212,CI2025-0212-WN,Sale ERP setup - GoldenRiver Association - Reims - ref SO0212-ZS,14/06/2025,C,44571,34.76
213,RCPT-2025-0213-GI,Customer receipt RapidFresh SARL - Wire - ref RC0213-IM,09/11/2025,D,512,3673.81
213,RCPT-2025-0213-GI,Customer receipt RapidFresh SARL - Wire - ref RC0213-IM,09/11/2025,C,411HRA,3673.81
214,SI2025-0214-RD,Purchase IT Services - Nexus Crest SARL - Dijon - ref PO0214-ZB,14/12/2025,D,615,1825.88
214,SI2025-0214-RD,Purchase IT Services - Nexus Crest SARL - Dijon - ref PO0214-ZB,14/12/2025,D,44566,182.59
214,SI2025-0214-RD,Purchase IT Services - Nexus Crest SARL - Dijon - ref PO0214-ZB,14/12/2025,C,401FLO,2008.47
215,SI2025-0215-BN,Purchase Travel - Crest Nexus SAS - Grenoble - ref PO0215-CE,03/04/2025,D,621,1822.34
215,SI2025-0215-BN,Purchase Travel - Crest Nexus SAS - Grenoble - ref PO0215-CE,03/04/2025,D,44566,100.23
215,SI2025-0215-BN,Purchase Travel - Crest Nexus SAS - Grenoble - ref PO0215-CE,03/04/2025,C,401ALT,1922.57
216,CI2025-0216-KO,Sale Accounting outsourcing - StoneEast Association - Angers - ref SO0216-CL,27/02/2025,D,411QYM,1953.16
216,CI2025-0216-KO,Sale Accounting outsourcing - StoneEast Association - Angers - ref SO0216-CL,27/02/2025,C,706,1851.34
216,CI2025-0216-KO,Sale Accounting outsourcing - StoneEast Association - Angers - ref SO0216-CL,27/02/2025,C,44571,101.82
217,SI2025-0217-RP,Purchase Logistics - Crest Urban SA - Tours - ref PO0217-ZZ,30/08/2025,D,645,1198.88
217,SI2025-0217-RP,Purchase Logistics - Crest Urban SA - Tours - ref PO0217-ZZ,30/08/2025,D,44566,239.78
217,SI2025-0217-RP,Purchase Logistics - Crest Urban SA - Tours - ref PO0217-ZZ,30/08/2025,C,401WAV,1438.66
218,SI2025-0218-SJ,Purchase Utilities - Alto Alto EURL - Angers - ref PO0218-GS (split),19/01/2025,D,621,216.97
218,SI2025-0218-SJ,Purchase Utilities - Alto Alto EURL - Angers - ref PO0218-GS (split),19/01/2025,D,622,105.34
218,SI2025-0218-SJ,Purchase Utilities - Alto Alto EURL - Angers - ref PO0218-GS (split),19/01/2025,D,44566,64.46
218,SI2025-0218-SJ,Purchase Utilities - Alto Alto EURL - Angers - ref PO0218-GS (split),19/01/2025,C,401GRN,386.77
